,ad_title,ad_link,ad_bedroom,ad_bathroom,ad_size,ad_price,location
714,Great Investment! Spacious STUDIO with balcony,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-335216.html,4,1,86,310500.0,Qatar
715,Canal View 3 Beds Apt. in Qanat Quartier,/en/buy/apartment-for-sale-doha-the-pearl-qanat-quartier-347213.html,3,4,282,1180170.0,Qatar
716,"Waterfront ,6 years payment plan 0% Interest",/en/buy/apartment-for-sale-lusail-the-waterfront-waterfront-residential-347549.html,1,2,110,432000.0,Qatar
717,OFF PLAN: Loft Apartment w/ Marina View,/en/buy/apartment-for-sale-doha-the-pearl-viva-bahriyah-347196.html,1,2,106,556668.45,Qatar
718,F/F 2BR Flat For Sale In Fox Hills Lusail,/en/buy/apartment-for-sale-lusail-fox-hills-fox-hills-297192.html,2,3,140,459000.0,Qatar
719,0% INTEREST! Ownership for Non-Qatari or Qatari,/en/buy/apartment-for-sale-lusail-qatar-entertainment-city-north-shore-347481.html,1,2,99,414315.0,Qatar
720,3 BEDROOM TOWNHOUSE.,/en/buy/townhouse-for-sale-doha-the-pearl-murano-243283.html,3,3,300,1377000.0,Qatar
721,Brand New 5Bedroom+Maid's room Apartment with Payment Plan,/en/buy/apartment-for-sale-lusail-the-waterfront-waterfront-residential-347091.html,5,6,500,2974692.6,Qatar
722,Beautiful 2 Bedroom + Maid's Room Apartment in Zigzag Tower,/en/buy/apartment-for-sale-doha-west-bay-zig-zag-tower-b-348531.html,2,4,170,432000.0,Qatar
723,"Apartment 1,2 BD for SALE! Marina view  - Lusai!",/en/buy/apartment-for-sale-lusail-marina-district-burj-damac-marina-354210.html,1,2,96,311040.0,Qatar
724,Flexi Payment| Excellent Finish| Furnished 1 Bed,/en/buy/apartment-for-sale-lusail-fox-hills-fox-hills-332204.html,1,2,96,337500.0,Qatar
725,"From Reseller, Wonderful 2 Bedroom Apartment in Lusail",/en/buy/apartment-for-sale-lusail-fox-hills-la-piazza-348535.html,2,2,124,391500.0,Qatar
726,Great Way to Invest! 15% DP: Off Plan 1BR,/en/buy/apartment-for-sale-lusail-fox-hills-fox-hills-356791.html,1,2,91,280224.09,Qatar
727,New Development in Lusail Marina: Furnished 2 BR,/en/buy/apartment-for-sale-lusail-marina-district-356793.html,2,3,140,453600.0,Qatar
728,New Development in Lusail Marina: 1 BR Apartment,/en/buy/apartment-for-sale-lusail-marina-district-356790.html,1,2,98,311040.0,Qatar
729,Best Qualities - 2% Down Payment - NEW STUDIOS,/en/buy/apartment-for-sale-lusail-fox-hills-palermo-360877.html,4,1,80,259042.59,Qatar
730,2% DOWN PAYMENT! Brand New LUXURY 5 BDR Villa,/en/buy/villa-for-sale-lusail-fox-hills-palermo-360833.html,5,5,385,1431000.0,Qatar
731,Splendid S/F 3 Bedroom in Qanat Quartier,/en/buy/apartment-for-sale-doha-the-pearl-nobili-360981.html,3,4,166,682260.03,Qatar
732,Stunning Studio With Balcony For Sale in the Pearl,/en/buy/apartment-for-sale-doha-the-pearl-viva-bahriyah-al-mutahidah-tower-360996.html,4,1,90,364500.0,Qatar
733,Just In! Affordable Brand new 1BR Apartment,/en/buy/apartment-for-sale-lusail-fox-hills-fox-hills-south-residential-d5-360584.html,1,2,81,273375.0,Qatar
734,"0% Interest, 2% DP  6,5 Years Payment Plan",/en/buy/apartment-for-sale-lusail-lusail-city-360586.html,1,2,80,258552.0,Qatar
735,No Agency Fee Three Bedroom Casa Qanat Quartier,/en/buy/townhouse-for-sale-doha-the-pearl-murano-360538.html,3,4,300,1377000.0,Qatar
736,GUARANTEED ROI FOR 5 YEARS ! FLEXIBLE PAYMENT !,/en/buy/apartment-for-sale-lusail-al-erkyah-city-360660.html,2,3,124,390609.0,Qatar
737,"Stunning F/F Standalone Villa, 7 BR w/ Maids Room",/en/buy/villa-for-sale-doha-al-hilal-al-nuaija-street-360009.html,7,7,1250,4590000.0,Qatar
738,Massive 3 Bedroom Apartment w/ Maids Room in Pearl,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-359996.html,3,5,350,1228500.0,Qatar
739,Own an apartment located in Fox Hills Lusail,/en/buy/apartment-for-sale-lusail-fox-hills-rome-359962.html,3,3,151,418500.0,Qatar
740,Charming 1 Bedroom Apartment with Pool View,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-361202.html,1,2,128,445500.0,Qatar
741,6 Years Installment| 2BR Apartment in New Tower,/en/buy/apartment-for-sale-lusail-marina-district-marina-tower-23-361198.html,2,3,140,453600.0,Qatar
742,"Buy now,  5BR Standalone Villa w/ Own Gym",/en/buy/villa-for-sale-doha-onaiza-onaiza-361214.html,5,7,1225,3645000.0,Qatar
743,Fantastic Pool View of 1 Bedroom Apartment,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-361206.html,1,2,128,445500.0,Qatar
744,Attractive S/F 2 Bedrooms in Qanat Quartier,/en/buy/apartment-for-sale-doha-the-pearl-nobili-360912.html,2,3,129,557280.0,Qatar
745,2% Down Payment - New Luxury 5 BDR Townhouses,/en/buy/villa-for-sale-lusail-fox-hills-palermo-360557.html,5,5,415,1809000.0,Qatar
746,"2 Bedroom Apt., Buy An Apartment and Have a ROI",/en/buy/apartment-for-sale-lusail-lusail-city-358969.html,2,3,105,356967.0,Qatar
747,BEST DEAL | LUXURY 2BDR FOR SALE | FULLY FURNISHED,/en/buy/apartment-for-sale-lusail-marina-district-burj-al-marina-358854.html,2,3,91,324000.0,Qatar
748,"New U/F 7 BR Standalone Villa in Lusail, For Sale",/en/buy/villa-for-sale-lusail-qatar-entertainment-city-downtown-359032.html,7,7,876,2295000.0,Qatar
749,Land Available for Private Beach in Qanat Quartier,/en/buy/land-for-sale-doha-the-pearl-marine-358692.html,2,2,1400,6210000.0,Qatar
750,NEW 2 BDR. Main Road View ! FIXED 5 YEARS INCOME,/en/buy/apartment-for-sale-lusail-fox-hills-palermo-360548.html,3,4,122,392094.0,Qatar
751,Full Sea View 3 Bedroom in Porto Arabia The Pearl,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-358310.html,3,4,229,810000.0,Qatar
752,"TH Unit, 9 Yrs. Installment, 2 Percent Downpayment",/en/buy/townhouse-for-sale-lusail-lusail-city-356317.html,5,7,445,1587600.0,Qatar
753,Brand New Townhouse with 9yearsInstalment Plan,/en/buy/townhouse-for-sale-lusail-lusail-city-357881.html,5,7,445,1587600.0,Qatar
754,NO FEES | FF 2 BDR FOR SALE | 6 YEARS PAYMENT PLAN,/en/buy/apartment-for-sale-lusail-marina-district-burj-al-marina-356938.html,2,3,140,453600.0,Qatar
755,STUNNING 2 BDR FOR SALE | BREATHTAKING SEA VIEW,/en/buy/apartment-for-sale-doha-the-pearl-marina-gate-356741.html,2,3,169,702000.0,Qatar
756,Luxurious New 1BR Apt. with stunning Marina views,/en/buy/apartment-for-sale-lusail-marina-district-marina-residences-195-357767.html,1,2,93,383400.0,Qatar
757,Semi-Furnished Two Bedroom Townhome,/en/buy/townhouse-for-sale-doha-the-pearl-la-croisette-356646.html,2,3,160,729000.0,Qatar
758,Own a 1 Bed Apt in 5 Star Hotel with City View,/en/buy/apartment-for-sale-doha-west-bay-west-bay-tower-357927.html,1,2,91,364500.0,Qatar
759,Stunning 8 Bed Enormous Brand New Villa,/en/buy/villa-for-sale-doha-al-thumama-al-thumama-357916.html,7,7,478,1404000.0,Qatar
760,FLOOR 18 | LUXURY FURNISHED 2BDR | NO COMMISSION,/en/buy/apartment-for-sale-lusail-marina-district-burj-al-marina-358098.html,2,3,91,479250.0,Qatar
761,"7 Years Installment Plan, 2 Percent Downpayment",/en/buy/apartment-for-sale-lusail-al-erkyah-city-357204.html,3,4,170,549319.05,Qatar
762,"Off-Plan Units, Due in 2022 for 2 or 3 Bedroom Apt",/en/buy/apartment-for-sale-doha-the-pearl-viva-bahriyah-viva-east-357545.html,2,3,164,648000.0,Qatar
763,"2 Bedroom Apartment, Off-Plan Property Due in 2022",/en/buy/apartment-for-sale-doha-the-pearl-viva-bahriyah-viva-east-357555.html,2,3,164,648000.0,Qatar
764,"FF 2 BR Apt. w/ Full Sea View, 5 Yrs. Installment",/en/buy/apartment-for-sale-lusail-marina-district-burj-al-marina-357517.html,2,3,140,463050.0,Qatar
765,Brand New Precious Standalone Villa  AL Thumama,/en/buy/villa-for-sale-doha-al-thumama-al-hamraa-street-357374.html,7,7,600,1188000.0,Qatar
766,"Move in Now, F/F Studio Apartment in Porto Arabia",/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-357638.html,4,1,82,337500.0,Qatar
767,Hot Deal! New 1BR Apt at 72 months Installment,/en/buy/apartment-for-sale-lusail-marina-district-marina-tower-23-356644.html,1,2,96,311040.0,Qatar
768,4 BIG bedroom apartment beside Lagoona mall,/en/buy/apartment-for-sale-doha-west-bay-zig-zag-tower-a-354422.html,4,5,267,675000.0,Qatar
769,LUXURY SERVICED 2BDR | DIRECT BEACH | SEA VIEW,/en/buy/apartment-for-sale-lusail-the-waterfront-waterfront-north-villas-354405.html,2,3,110,675000.0,Qatar
770,NO FEES | FURNISHED 2 BDR | AMAZING PAYMENT PLAN,/en/buy/apartment-for-sale-lusail-marina-district-burj-al-marina-354399.html,2,3,140,453600.0,Qatar
771,READY TO MOVE | BRAND NEW 3 BDR+MAID FOR SALE,/en/buy/apartment-for-sale-lusail-fox-hills-fox-hills-south-residential-d5-355180.html,3,4,227,444950.01,Qatar
772,2 BD Apt in Doha-5 yrs Payment Plan,/en/buy/apartment-for-sale-doha-umm-ghuwailina-jaidah-square-354714.html,2,2,85,310514.04,Qatar
773,1BR  | 7 years  Payment Plan | 2% Down Payment!!,/en/buy/apartment-for-sale-lusail-marina-district-marina-residences-195-354203.html,1,2,80,285935.13,Qatar
774,"Elegant Furnished Studio Apartment, West Bay Area",/en/buy/apartment-for-sale-doha-west-bay-west-bay-tower-354378.html,4,1,64,270000.0,Qatar
775,"Own now, Spacious S/F 2 BR Apt. with Balcony",/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-355596.html,2,2,152,537300.0,Qatar
776,LUXURY LIFESTYLE | BRAND NEW 3 BDR FOR SALE IN PA,/en/buy/apartment-for-sale-doha-the-pearl-la-croisette-354404.html,3,4,231,1338631.92,Qatar
777,MARINA VIEW: Amazing 2BR Apt. in The Pearl with RP,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-355036.html,2,3,227,702000.0,Qatar
778,OWN A BREATHTAKING  5 BDR + MAID PENTHOUSE,/en/buy/penthouse-for-sale-doha-the-pearl-la-croisette-354767.html,5,7,906,2592000.0,Qatar
779,Lovely 3 Bedroom With Spectacular View- 6 Yrs Plan,/en/buy/apartment-for-sale-lusail-lusail-city-355143.html,3,4,233,842679.45,Qatar
780,Book now your fresh morning coastal balcony breeze,/en/buy/apartment-for-sale-lusail-lusail-city-355292.html,1,2,130,446236.02,Qatar
781,Furnished One Bedroom Chalet in Viva Bahriya,/en/buy/townhouse-for-sale-doha-the-pearl-viva-bahriyah-viva-east-355920.html,1,2,95,783000.0,Qatar
782,Amazing Standalone Villa w/ Private Swimming Pool,/en/buy/villa-for-sale-doha-al-markhiya-al-markhiya-street-355832.html,7,7,1350,4050000.0,Qatar
783,Own Luxury 3Bed @The Pearl 5 Years Instalment,/en/buy/apartment-for-sale-doha-the-pearl-floresta-gardens-303897.html,3,4,209,837000.0,Qatar
784,Furnished | One Bedroom Townhouse | ROI 5.3%,/en/buy/townhouse-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-289632.html,1,2,117,391500.0,Qatar
785,Brand New Villa in Pearl for Sale,/en/buy/villa-for-sale-doha-the-pearl-viva-bahriyah-viva-west-291546.html,7,7,1600,9720000.0,Qatar
786,One Bedroom Flat For Rent In Lusail City,/en/buy/apartment-for-sale-lusail-fox-hills-treviso-300772.html,1,2,85,270000.0,Qatar
787,Beach Access |  Marina View | One Bedroom,/en/buy/apartment-for-sale-doha-the-pearl-viva-bahriyah-viva-west-311202.html,1,2,107,445500.0,Qatar
788,Reserve Yours Furnished Apartment at Only 2% DP!,/en/buy/apartment-for-sale-lusail-marina-district-marina-residences-195-330669.html,2,3,130,438918.75,Qatar
789,2BR SF Units | Luxurious Residential Tower,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-334388.html,2,2,201,1215000.0,Qatar
790,Amazing apartment for Sale at Burj Damac Marina!,/en/buy/apartment-for-sale-lusail-marina-district-burj-damac-marina-336061.html,1,2,93,405000.0,Qatar
791,MARINA VIEW: Capacious 3BR + Maid Furnished Apt.,/en/buy/apartment-for-sale-doha-the-pearl-marina-gate-331773.html,3,4,313,1129950.0,Qatar
792,"1 BR , LUSAIL AL MARINA \ FULLY FURNISHED",/en/buy/apartment-for-sale-lusail-marina-district-burj-damac-marina-310633.html,1,2,100,432000.0,Qatar
793,1BR SF Units | Luxurious Residential Tower,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-334381.html,1,1,115,675000.0,Qatar
794,RESIDENCE-FREE: 1BR Apt. FOR SALE in The Pearl,/en/buy/apartment-for-sale-doha-the-pearl-marina-gate-305379.html,1,1,148,418500.0,Qatar
795,9649 SQ/M | Spacious Balcony | Family Property,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-318710.html,2,3,228,594000.0,Qatar
796,Three Bed Apartment with Beautiful Layout for Sale,/en/buy/apartment-for-sale-lusail-fox-hills-naples-349211.html,3,4,159,445500.0,Qatar
797,FIVE YEARS INSTALLMENT IN THREE BEDROOMS APARTMENT,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-340614.html,3,4,230,1026000.0,Qatar
798,AMAZING 2BR SEMI FURNISHED APARTMENT!!,/en/buy/apartment-for-sale-doha-the-pearl-tower-10-346591.html,2,3,200,567000.0,Qatar
799,DIRECT MARINA VIEW:Amazing 2BR Apt in Porto Arabia,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-332146.html,2,2,154,604800.0,Qatar
800,Land in Lusail for Sale - Great Location,/en/buy/land-for-sale-lusail-the-waterfront-waterfront-residential-burj-damac-waterfront-285388.html,2,3,1787,2077650.0,Qatar
801,INVEST NOW! SEA VIEW -LARGE 2 BR APT- PORTO ARABIA,/en/buy/apartment-for-sale-doha-the-pearl-tower-28-283481.html,2,3,183,729000.0,Qatar
802,Large Pool | Large Balcony  | Two Bedroom,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-294404.html,5,7,171,594000.0,Qatar
803,Attached Townhouses | 9 Years Payment Plan,/en/buy/townhouse-for-sale-lusail-lusail-city-283830.html,4,5,445,1305369.81,Qatar
804,Three Storey Townhouse | 411 SQM | Direct Marina,/en/buy/townhouse-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-304838.html,4,1,411,1755000.0,Qatar
805,Invest Now | Luxury Residential with Sea View,/en/buy/apartment-for-sale-doha-the-pearl-marina-gate-325672.html,3,4,60,364500.0,Qatar
806,Two Bedrooms | Porto Arabia  | High Floor,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-350702.html,2,3,183,621000.0,Qatar
807,"0% Interest, Furnished & Lux in Lusail Marina",/en/buy/apartment-for-sale-lusail-marina-district-marina-tower-23-348342.html,2,3,140,453600.0,Qatar
808,No Agency Fee Two Bdm Apt. Qanat Quartier,/en/buy/apartment-for-sale-doha-the-pearl-teatro-311977.html,2,3,129,561149.91,Qatar
809,Semi Furnished 2BR Apartment | FOR SALE,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-349907.html,2,2,157,540000.0,Qatar
810,"Standalone villa (NEW) 7 master bedrooms,",/en/buy/villa-for-sale-doha-umm-salal-ali-umm-salal-ali-349107.html,7,7,543,945000.0,Qatar
811,RENTED UNITS with Stunning View | Call now!,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-349945.html,4,1,70,364500.0,Qatar
812,"F/F 1 or 2 BR Available with 6 Years Payment Plan,",/en/buy/apartment-for-sale-lusail-lusail-city-361243.html,1,2,85,285935.13,Qatar
813,S/F1BR Apartment For Sale In Pearl Island,/en/buy/apartment-for-sale-doha-the-pearl-tower-5-120052.html,1,2,133,445500.0,Qatar
814,New Luxurious Furnished in Lusail Marina,/en/buy/apartment-for-sale-lusail-marina-district-marina-tower-21-303757.html,2,2,80,324000.0,Qatar
815,*BARGAIN | Commercial Land 4 sale ENERGY CITY,/en/buy/land-for-sale-lusail-energy-city-evergreen-commercial-building-257754.html,1,2,5774,8640000.0,Qatar
816,SEA VIEW: Large 1BR + Office Apt. in Porto Arabia,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-346432.html,3,4,132,464400.0,Qatar
817,High end 3BR Townhouse at The Pearl - Qatar,/en/buy/townhouse-for-sale-doha-the-pearl-murano-346369.html,1,2,350,1620000.0,Qatar
818,Semi-Furnished Apt at Qanat Quartier | For SALE!,/en/buy/apartment-for-sale-doha-the-pearl-marine-344336.html,1,2,90,391500.0,Qatar
819,Great Investment! Lovely 1BR with Balcony,/en/buy/apartment-for-sale-doha-the-pearl-tower-4-343155.html,2,3,130,418500.0,Qatar
820,6 Year Payment Plan | Fully Furnished Apartments,/en/buy/apartment-for-sale-lusail-lusail-city-344753.html,2,3,111,407573.37,Qatar
821,Great Investment! Lovely 1BR with Balcony,/en/buy/apartment-for-sale-doha-the-pearl-tower-4-343155.html,1,2,130,418500.0,Qatar
822,6 Year Payment Plan | Fully Furnished Apartments,/en/buy/apartment-for-sale-lusail-lusail-city-344753.html,2,3,111,407573.37,Qatar
823,Two Bedroom Townhome | Porto | with Balcony,/en/buy/townhouse-for-sale-doha-the-pearl-la-croisette-348554.html,2,3,170,594000.0,Qatar
824,5 YEARS PAYMENT: 1BR + Office Apt. in Porto Arabia,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-341970.html,1,2,141,513000.0,Qatar
825,PRISTINE | ACCESSIBLE | MOVE-IN READY | 2BR,/en/buy/apartment-for-sale-doha-the-pearl-viva-bahriyah-viva-east-340360.html,2,3,175,648000.0,Qatar
826,"Avail in Low Downpayment, 6 Years Installment Plan",/en/buy/apartment-for-sale-lusail-lusail-city-361242.html,1,2,85,285935.13,Qatar
827,New Luxurious Furnished in Lusail Marina,/en/buy/apartment-for-sale-lusail-marina-district-marina-tower-21-361122.html,2,2,80,324000.0,Qatar
828,4 BIG bedroom apartment beside Lagoona mall,/en/buy/apartment-for-sale-doha-west-bay-zig-zag-tower-a-358670.html,4,5,267,675000.0,Qatar
829,Great Investment - Brand New - 2 BHK + Maid,/en/buy/apartment-for-sale-lusail-fox-hills-palermo-358784.html,2,3,151,374502.96,Qatar
830,NEW Furnished 1 BDR. Bills Included. Pool. GYM,/en/buy/apartment-for-sale-lusail-al-erkyah-city-358458.html,1,2,75,310500.0,Qatar
831,Brand New 5 BDR Townhouses! 2% Down payment only,/en/buy/villa-for-sale-lusail-fox-hills-palermo-360555.html,5,5,415,1809000.0,Qatar
832,BUY NOW! 6 years installment 1 Bedroom,/en/buy/apartment-for-sale-lusail-lusail-city-358967.html,1,2,81,273375.0,Qatar
833,Furnished 2BR APT with Balcony| Lusail Marina View,/en/buy/apartment-for-sale-lusail-marina-district-marina-tower-21-359443.html,2,3,123,486000.0,Qatar
834,Luxury Fully-Furnished 2 BDR with Balcony,/en/buy/apartment-for-sale-doha-the-pearl-viva-bahriyah-viva-west-358833.html,2,3,144,580500.0,Qatar
835,WATERFRONT| RESIDENCY ELIGIBLE| 0% INTERESTS,/en/buy/apartment-for-sale-lusail-qatar-entertainment-city-downtown-360490.html,2,3,110,782946.0,Qatar
836,F/F 2 Bedroom Apartment with Balcony and Sea View,/en/buy/apartment-for-sale-lusail-the-waterfront-waterfront-residential-burj-damac-waterfront-358966.html,2,3,133,607500.0,Qatar
837,Outstanding S/F Townhouse Located in The Pearl,/en/buy/townhouse-for-sale-doha-the-pearl-porto-arabia-townhouses-358730.html,4,7,534,1620000.0,Qatar
838,Well Priced Large 3 Bedrooms (All Master) Porto,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-358430.html,3,5,263,796500.0,Qatar
839,Exclusive Plots in Qetaifan Island - SEA VIEW,/en/buy/land-for-sale-lusail-qutaifan-islands-359285.html,2,3,1657,4140506.7,Qatar
840,Marina View Brand New 2BR For Sale!,/en/buy/apartment-for-sale-doha-the-pearl-tower-21-360412.html,3,3,156,621000.0,Qatar
841,"Most Luxurious project in Lusail, 3 BDR",/en/buy/apartment-for-sale-lusail-marina-district-burj-al-marina-360345.html,3,4,233,707784.75,Qatar
842,Picturesque S/F 3 Bedroom in Qanat Quartier,/en/buy/apartment-for-sale-doha-the-pearl-nobili-360385.html,3,3,166,682260.03,Qatar
843,NO COM | LUXURY SERVICED 2BDR | DIRECT BEACH,/en/buy/apartment-for-sale-lusail-the-waterfront-waterfront-north-villas-356734.html,2,3,110,675000.0,Qatar
844,Studio Apt For Sale in an Excellent Location,/en/buy/apartment-for-sale-lusail-fox-hills-naples-357735.html,4,1,41,205200.0,Qatar
845,"Upgraded Interior, FF 2 Bedroom Apartment For Sale",/en/buy/apartment-for-sale-lusail-lusail-city-357353.html,2,3,124,385882.92,Qatar
846,Own Now This Elegant Villa For Sale Al Mamoura,/en/buy/villa-for-sale-doha-al-maamoura-mamoura-18-357924.html,3,5,480,904500.0,Qatar
847,"Make A Smart Move, Buy An Apartment and Have a ROI",/en/buy/apartment-for-sale-lusail-lusail-city-357257.html,2,3,105,356967.0,Qatar
848,LUXURY LIFESTYLE | BRAND NEW 3 BDR FOR SALE IN PA,/en/buy/apartment-for-sale-doha-the-pearl-la-croisette-356736.html,3,4,231,1338631.92,Qatar
849,"7 Years Installment Plan, 2 Percent Downpayment",/en/buy/apartment-for-sale-lusail-al-erkyah-city-357205.html,3,4,170,549319.05,Qatar
850,Studio Investment ✅ Mid Floor | Semi-furnished,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-356880.html,4,1,60,351000.0,Qatar
851,1BD Apt in Doha Eligible for RP-5 yrs Payment Plan,/en/buy/apartment-for-sale-doha-umm-ghuwailina-jaidah-square-357718.html,1,1,55,232885.53,Qatar
852,FOR LUXURY LOVERS | UNIQUE 2 BDR FOR SALE IN PA,/en/buy/apartment-for-sale-doha-the-pearl-la-croisette-356738.html,2,3,201,1164783.51,Qatar
853,For Sale!  Elegant Beach Front 1BR Apt.!,/en/buy/apartment-for-sale-lusail-qatar-entertainment-city-downtown-357782.html,1,2,131,410571.72,Qatar
854,"For Sale Brand New ,Two Attached villa ,",/en/buy/villa-for-sale-doha-abu-hamour-bu-hamour-street-357561.html,6,6,600,1566000.0,Qatar
855,Aesthetic 1 BR Semi  furnished for SALE!,/en/buy/apartment-for-sale-doha-the-pearl-viva-bahriyah-viva-west-356673.html,1,2,108,513000.0,Qatar
856,Own your apartment for 2%DP and 6Yr PaymentPlan,/en/buy/apartment-for-sale-lusail-lusail-city-356524.html,2,3,137,446380.2,Qatar
857,Massive Unfurnished 2 Bedroom Apartment in Pearl,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-357722.html,2,2,156,537300.0,Qatar
858,Brand New S/F 2 BR Apt. with Balcony,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-355598.html,2,2,152,537300.0,Qatar
859,OFF PLAN - FREE RESIDENCY - PAY IN 6 YEARS,/en/buy/apartment-for-sale-lusail-lusail-city-355339.html,4,2,79,256500.0,Qatar
860,"Avail now, 3 BR Apartment with Stunning View",/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-355003.html,3,4,343,945000.0,Qatar
861,Brand New 2 Bhk With Beautiful View @ Porto Arabia,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-354216.html,2,2,155,604800.0,Qatar
862,Brand New 7 Bedroom Standalone Villa in Lusail,/en/buy/villa-for-sale-lusail-qatar-entertainment-city-downtown-360064.html,7,7,876,2295000.0,Qatar
863,Huge Balcony of 3 Beds Apt w/ Maids Room in Pearl,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-359994.html,3,5,350,1228500.0,Qatar
864,Elegant F/F 7 Bedroom Standalone Villa in Nuaija,/en/buy/villa-for-sale-doha-al-hilal-al-nuaija-street-360008.html,7,7,1250,4590000.0,Qatar
865,Huge S/F 4 Bedroom Apartment in West Bay Lagoon,/en/buy/apartment-for-sale-doha-west-bay-zig-zag-tower-a-360048.html,4,5,267,675000.0,Qatar
866,Spacious Townhouse in Little Venice of Qatar,/en/buy/townhouse-for-sale-doha-the-pearl-carnaval-355879.html,2,3,198,1282500.0,Qatar
867,"Live here, Townhouse S/F in The Pearl Qatar",/en/buy/townhouse-for-sale-doha-the-pearl-porto-arabia-townhouses-355854.html,4,7,534,1620000.0,Qatar
868,"New U/F 7 BR Standalone Villa in Lusail, For Sale",/en/buy/villa-for-sale-lusail-qatar-entertainment-city-downtown-360063.html,7,7,876,2295000.0,Qatar
869,"Own this 23 Units Building Apt in Al Sadd, Al Nasr",/en/buy/whole-building-for-sale-doha-al-nasr-al-nasr-street-355049.html,2,3,1297,8100000.0,Qatar
870,Modern Furnished 2BR APT with Balcony in Lusail,/en/buy/apartment-for-sale-lusail-marina-district-marina-tower-21-359971.html,2,4,123,486000.0,Qatar
871,0% INTEREST 20% Down Payment--2 Years Payment,/en/buy/apartment-for-sale-lusail-fox-hills-dara-360026.html,2,3,132,328098.6,Qatar
872,Furnished Two Bedroom Apartment with Balcony,/en/buy/apartment-for-sale-lusail-marina-district-burj-damac-marina-355191.html,5,7,137,567000.0,Qatar
873,Balcony W Sea View | Prime | Newly Handed Over,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-251051.html,2,3,157,594000.0,Qatar
874,Nice 05 Bedroom Villa for Sale in AlKhor,/en/buy/villa-for-sale-al-khor-down-town-down-town-246017.html,5,7,505,756000.0,Qatar
875,Three Bedroom Apartment in Lusail City,/en/buy/apartment-for-sale-lusail-lusail-city-265202.html,3,4,173,586724.85,Qatar
876,3 BR Townhouse with Flexible Payment Plan,/en/buy/townhouse-for-sale-doha-the-pearl-murano-265719.html,3,3,300,1377000.0,Qatar
877,Furnished 1 BR Apartment in Porto Arabia for Sale,/en/buy/apartment-for-sale-doha-the-pearl-tower-10-321582.html,1,1,137,486000.0,Qatar
878,MARINA VIEW: Custom Interior 1BR Apt. FOR SALE,/en/buy/apartment-for-sale-doha-the-pearl-marina-gate-306534.html,1,1,128,469800.0,Qatar
879,LEASED UNIT! MARINA VIEW! HUGE APARTMENT,/en/buy/apartment-for-sale-doha-the-pearl-piazza-arabia-328429.html,2,3,183,710100.0,Qatar
880,Luxury F/F 2BR Flat For Sale In Lusail,/en/buy/apartment-for-sale-lusail-al-erkyah-city-305382.html,2,3,110,391500.0,Qatar
881,Newly Furnished ✅ | Canal View | Balcony | 2Br,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-316739.html,2,3,175,526500.0,Qatar
882,Ready To Move | Kempinski View | Beach Access,/en/buy/apartment-for-sale-doha-the-pearl-carnaval-345655.html,3,4,166,694710.0,Qatar
883,"LUSAIL | 3+1BD, spacious design, modern lifestyle!",/en/buy/apartment-for-sale-lusail-regency-residence-fox-hills-3-331698.html,3,5,168,406021.95,Qatar
884,Stunning Penthouse | Direct Marina View,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-335441.html,5,7,800,3240000.0,Qatar
